datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude,year,month
1/4/2014 17:00,crossville,tn,us,light,300,5 minutes,The first one I seen&#44 seemed to be a plane at first and I noticed it was traveling downward very quickly with a red stream of light&#44 I,1/10/2014,35.9489,-85.0269,2014.0,1.0
1/4/2014 18:00,marrero,la,us,light,2700,30-45 minutes,Two Blue Lights/ Unidentified Flying Objects seen in the sky over Marrero&#44 LA.,1/10/2014,29.8992,-90.1003,2014.0,1.0
1/4/2014 18:00,norfolk,va,us,circle,1800,30 minutes,~50 bright tiny light steadily moving to same direction NE to SW.,1/10/2014,36.8467,-76.2856,2014.0,1.0
1/4/2014 18:10,campbell,oh,us,triangle,600,5-10 minutes,I was outside smokeing and looked up and seen 4 lights in the sky that were moving/huvering in the sky&#44 the 1 was on the left of the ot,1/10/2014,41.0783,-80.5994,2014.0,1.0
1/4/2014 18:20,coventry (uk/england),,gb,oval,600,10 minutes,Amazing.,4/4/2014,52.4167,-1.55,2014.0,1.0
1/4/2014 18:30,marshall,tx,us,sphere,10,10 seconds,5 distinct blue spheres flashed across the sky&#44 pausing and chaning direction slighly.,1/10/2014,32.5447,-94.3672,2014.0,1.0
1/4/2014 18:30,oregon city,or,us,unknown,900,10-15 minutes,Saw what appeared to be a star&#44 but had some red and blue colors too&#44 and moves zig zag&#44 &amp; up&#44 and down.,1/10/2014,45.3575,-122.6056,2014.0,1.0
1/4/2014 20:00,guatamala city (guatamala),,,light,1800,30 minutes,Some people saw a blue light falling and crashing on the ground&#44 later on three small lights floated over the ground.,1/10/2014,14.6133,-90.5353,2014.0,1.0
1/4/2014 20:35,berea,oh,us,fireball,4,4 seconds,Red fire in the sky 1 or 2.,1/10/2014,41.3661,-81.8544,2014.0,1.0
1/4/2014 21:00,blue hill,me,us,fireball,60,60 seconds,Appeared to be a green fireball with a tail shooting from the east towards the southwest into Blue Hill Bay.,1/10/2014,44.4139,-68.5872,2014.0,1.0
1/4/2014 21:00,long beach,ca,us,light,420,7:00 minutes,LONG BEACH&#44 CA.. interacted with a UFO while stargazing and using a Green high output laser beam.,1/10/2014,33.7669,-118.1883,2014.0,1.0
1/4/2014 21:00,portland,or,us,light,90,90 seconds,Slow moving red orb&#44 multidirectional.,1/10/2014,45.5236,-122.675,2014.0,1.0
1/4/2014 21:15,tacoma (port of),wa,us,other,1800,30 minutes,Strange crafts hovered formation lights not like aircraft or drones vedeo shows same.,1/10/2014,47.2531,-122.4431,2014.0,1.0
1/4/2014 21:34,lynn,ma,us,circle,30,30 seconds,Three bright lights dove straight down only to disappear.,1/10/2014,42.4667,-70.95,2014.0,1.0
1/4/2014 22:08,phoenix,az,us,other,120,2 minutes,Large&#44 bright red ill defined light flying over then disappearing straight up.,1/10/2014,33.4483,-112.0733,2014.0,1.0
1/4/2014 22:30,new york city (queens; flushing),ny,us,oval,120,2 minutes,Orange stingray-shaped object&#44 followed by 2 orange globes,1/10/2014,40.7142,-74.0064,2014.0,1.0
1/4/2014 23:00,fort myers,fl,us,unknown,900,15 minutes,Red orbs launch one after another.,1/10/2014,26.6403,-81.8725,2014.0,1.0
1/4/2014 23:00,scottsdale,az,us,chevron,120,2 minutes,Orange glowing light over Scottsdale&#44 AZ.,1/10/2014,33.5092,-111.8983,2014.0,1.0
1/4/2014 23:21,abuja (nigeria),,,triangle,600,5-10 minutes,Triangular black&#44 and silent object.,1/10/2014,9.0667,7.4833,2014.0,1.0
1/4/2014 23:30,clermont,fl,us,triangle,15,15 seconds,Very low slow triangular craft with bright white lights.,1/10/2014,28.5492,-81.7731,2014.0,1.0
1/4/2014 23:56,tuscaloosa,al,us,sphere,2,few seconds,Black orb spotted over Interstate 20/59.,1/10/2014,33.2097,-87.5692,2014.0,1.0
1/5/2014 2:22,mansfield,oh,us,oval,180,3 minutes,Very bright&#44 reflective&#44 gold&#44 oval object low in the night sky.,1/10/2014,40.7583,-82.5156,2014.0,1.0
1/5/2014 3:50,columbia,mo,us,light,25,25 seconds,MISSOURI INVESTIGATORS GROUP REPORT:  Director witnesses strange&#44 bright white light pass overhead.,1/16/2014,38.9517,-92.3339,2014.0,1.0
1/5/2014 4:57,pleasanton,ca,us,oval,5,5 seconds,Yellowish oval like object descend from sky and land.,1/10/2014,37.6625,-121.8736,2014.0,1.0
1/5/2014 5:30,lodi,ca,us,rectangle,12,12 seconds,Heard an aircraft heading northbound&#44 but&#44 noticed it was moving slow and low over the houses and did not sound like a helicopter or an,1/10/2014,38.1303,-121.2714,2014.0,1.0
1/5/2014 12:00,spokane,wa,us,sphere,900,15 minutes,Shiny spherical object traveling across sky SE-NW direction&#44 hovers for 10 mins in NW&#44 then leaves in N-S direction.,1/24/2014,47.6589,-117.425,2014.0,1.0
1/5/2014 16:00,corona,ca,us,other,300,5 minutes,Flock of &quot;birds with headlights&quot; glide over valley in Southern California.,1/16/2014,33.8753,-117.5656,2014.0,1.0
1/5/2014 18:45,east providence,ri,us,light,600,10 minutes,Orange lights formation speed fast low multiple ufo.,1/10/2014,41.8136,-71.3706,2014.0,1.0
1/5/2014 19:00,salt lake city,ut,us,light,240,4 minutes,Red light not flashing moving slow and hovering then disappeared.,1/10/2014,40.7608,-111.8903,2014.0,1.0
1/5/2014 22:30,santa rosa,ca,us,,600,10 minutes,My son was walking our dog when he came in yelling at us to come out. There were two bright orange to red lights heading south in the s,1/10/2014,38.4406,-122.7133,2014.0,1.0
1/6/2014 0:00,bremen (germany),,de,,10800,3 hours,Invisible UFO spotted for three hours on radar by air control at Bremen Airport in Germany.,1/10/2014,50.7167,10.0,2014.0,1.0
1/6/2014 3:45,jackson,mi,us,unknown,2400,40 minutes,Object originally thought to be airplane skipped half of the sky while surrounded my columns of light.,1/16/2014,42.2458,-84.4014,2014.0,1.0
1/6/2014 7:40,chesapeake,va,us,disk,90,90 seconds,A large white disk shaped object hovering or floating  in sky  on a clear morning and then it vanished.,1/30/2014,36.8189,-76.2753,2014.0,1.0
1/6/2014 9:00,morris,il,us,disk,240,4 minutes,Have photos&#44 clear day&#33&#33&#33,1/24/2014,41.3572,-88.4211,2014.0,1.0
1/6/2014 14:00,clinchport,va,us,cylinder,30,30 seconds,Day time solid white cylinder craft 1300 ft away hovering over mountain top next to VA interstate 23.,1/10/2014,36.6769,-82.7422,2014.0,1.0
1/6/2014 15:45,chalfont,pa,us,disk,60,1 minute,Disk seen following fighter jet and intercepted by second fighter jet.,2/7/2014,40.2883,-75.2094,2014.0,1.0
1/6/2014 16:00,lansdale,pa,us,sphere,300,5 minutes,Silver sphere following plane two occasions in 5 minutes&#44 broad daylight&#44 obviously a structure of sort,1/10/2014,40.2414,-75.2842,2014.0,1.0
1/6/2014 16:30,glenmoore,pa,us,formation,60,1 minute,Orange lights that flew in formation.,1/24/2014,40.0889,-75.7722,2014.0,1.0
1/6/2014 19:00,georgetown,ky,us,circle,30,30 seconds,Two orange lights moving due south to due north combining as one then disappearing with no sound.,2/21/2014,38.2097,-84.5589,2014.0,1.0
1/6/2014 19:00,lewisburg,wv,us,triangle,1200,20 minutes,((NUFORC Note:  Witness provides no information.  PD)),1/10/2014,37.8017,-80.4458,2014.0,1.0
1/6/2014 19:00,san diego,ca,us,light,20,20 seconds,White round light&#44 high in northwest sky. Brighter than Jupiter. Slowly shrank to the size of satellite&#44 then moved to the northwest.,1/10/2014,32.7153,-117.1564,2014.0,1.0
1/6/2014 20:30,cape coral,fl,us,light,180,3 minutes,Two lights moving rapidly in two circular patterns that intersected.,1/10/2014,26.5625,-81.9497,2014.0,1.0
1/6/2014 22:00,morgan hill,ca,us,light,30,30 seconds,1/6/14&#44 22:00&#44 Morgan Hill&#44 CA&#44 sky lit up in a huge brilliant green light from the ground up&#44 behind possibly several miles of hills.,1/10/2014,37.1306,-121.6533,2014.0,1.0
1/6/2014 22:15,danville,va,us,unknown,1200,15-20 minutes,White Lights no sound.,1/10/2014,36.5858,-79.3953,2014.0,1.0
1/6/2014 22:18,san rafael,ca,us,light,180,0:03 minutes,8 bright&#44 star-like objects in formation in the night sky.,1/10/2014,37.9736,-122.53,2014.0,1.0
1/6/2014 22:30,san francisco,ca,us,changing,300,5 minutes,Bright orange ball over San Francisco changed shape and repeated.,1/10/2014,37.775,-122.4183,2014.0,1.0
1/6/2014 23:52,hartford,sd,us,other,420,7 minutes,Orange glowing planet sized object on horizon.,1/10/2014,43.6231,-96.9422,2014.0,1.0
1/7/2014 0:00,mesa,az,us,unknown,120,2 minutes,Three lights orange in color and wide spread. lights went out one at a time and then were gone.,1/10/2014,33.4222,-111.8219,2014.0,1.0
1/7/2014 7:10,savannah,ga,us,light,7,5-7 seconds,Light trail Near Crossroads Parkway and Jimmy DeLoach in Savannah&#44 GA.,1/10/2014,32.0833,-81.1,2014.0,1.0
1/7/2014 12:15,busan (south korea),,,disk,120,~1-2 minutes,A saucer spotted by an accidental photo.,1/10/2014,35.1796,129.0756,2014.0,1.0
1/7/2014 16:30,monticello,ar,us,,120,several minutes,We saw some very unusual events in the sky that possibly involved normal aircraft and un-normal aircraft.,1/10/2014,33.6289,-91.7908,2014.0,1.0
1/7/2014 19:00,mayville,wi,us,light,15,15 seconds,Row of 4 orange lights both moving and stationary.,1/10/2014,43.4942,-88.5447,2014.0,1.0
1/7/2014 19:08,tucson,az,us,unknown,60,1 minute,4 Orange Lights Illuminating In Succession.,1/10/2014,32.2217,-110.9258,2014.0,1.0
1/7/2014 19:55,san tan valley,az,,sphere,120,2 minutes,Orange glowing balls.  Flicker on and off. Huge in size. Moved great distance in seconds.,1/10/2014,33.1703,-111.5722,2014.0,1.0
1/7/2014 20:00,princeton,wv,us,cylinder,3600,1 hour,UFO? over Princeton/Oakvale&#44 WV.,1/10/2014,37.3661,-81.1028,2014.0,1.0
1/7/2014 20:00,san tan valley,az,,light,10,10 seconds,Three bright orange lites in succession in semi-circle repeate in southerly direction.,1/10/2014,33.1703,-111.5722,2014.0,1.0
1/7/2014 21:40,missoula,mt,us,sphere,45,30-45 seconds,Powerful blue light flying around and changing color.,1/10/2014,46.8722,-113.9931,2014.0,1.0
1/7/2014 21:56,san tan valley,az,,fireball,10,10 seconds,4 glowing orbs.,1/16/2014,33.1703,-111.5722,2014.0,1.0
1/7/2014 21:58,hampton,va,us,light,120,2 minutes,Beams of light full length of the sky moving horizontal like a helicopter blade would.,1/10/2014,37.0297,-76.3456,2014.0,1.0
1/7/2014 22:41,san rafael,ca,us,formation,300,5 minutes,Seven high altitude flashing lights over San Rafael.,1/10/2014,37.9736,-122.53,2014.0,1.0
1/7/2014 22:45,hattiesburg/columbia (between),ms,,circle,4,3-4 seconds,Neon green fast falling orb.,1/10/2014,31.3345,-89.3029,2014.0,1.0
1/8/2014 15:00,columbus,oh,us,other,1800,30 minutes,Unusual cloud formation I had never seen before low in the sky south of the city of Columbus&#44 Ohio.,1/24/2014,39.9611,-82.9989,2014.0,1.0
1/8/2014 17:00,rome,wi,us,light,300,5 minutes,White lights appearing&#44 disappearing and reappearing in Adams County&#44 Wisconson,1/10/2014,42.9803,-88.6311,2014.0,1.0
1/8/2014 17:12,fond du lac,wi,us,formation,90,1.5 minutes,I was taking the dog out to the backyard. I was standing on the deck which faces due North while waiting for the dog to do his thing.,1/10/2014,43.7731,-88.4469,2014.0,1.0
1/8/2014 17:30,green lake,wi,us,unknown,37800,1 1/2 hours+,3 fading orange lights and small&#44 white&#44 sparkler lights west/southwest of Green Lake&#44 WI.,1/16/2014,43.8442,-88.96,2014.0,1.0
1/8/2014 17:30,westfield,wi,us,light,300,5 minutes,Bright lights came out of no-where and were extremely loud.,1/10/2014,43.8836,-89.4933,2014.0,1.0
1/8/2014 18:00,clinton,nj,us,cigar,120,2 minutes,Dark black&#44 cigar shape object&#44 only thing visible were several small lights...could not make out what it was,1/10/2014,40.6367,-74.9103,2014.0,1.0
1/8/2014 18:00,doylestown,wi,us,light,120,2 minutes,5 yellow lights flash in sky then disappear with 3 reappearing approx. 4.5 miles later moving NE.,1/16/2014,43.4278,-89.15,2014.0,1.0
1/8/2014 18:00,madison,wi,us,formation,120,2 minutes,3 orange glowing lights hovering moving slowly to the Northeast near Madison/ Deforest WI,1/10/2014,43.0731,-89.4011,2014.0,1.0
1/8/2014 18:20,hailey,id,us,sphere,300,3-5 minutes,Several orange spheres hovering over Hailey&#44 Idaho.,1/10/2014,43.5197,-114.3144,2014.0,1.0
1/8/2014 20:00,kernesville,nc,,circle,120,2 minutes,I live in Kernersville&#44 NC. My friend and I saw  7 flame orange  lights in the sky.  They were moving very slowly.,1/10/2014,36.1199,-80.0737,2014.0,1.0
1/8/2014 21:00,alta loma,ca,us,circle,300,5 minutes,3 Bright Orange Lights forming triangle.,1/10/2014,34.1222,-117.5972,2014.0,1.0
1/8/2014 23:00,encinitas,ca,us,changing,1200,20 minutes,3 Lights over Encinitas.,1/24/2014,33.0369,-117.2911,2014.0,1.0
1/9/2014 2:10,sanford,fl,us,unknown,900,15 minutes,Loud noise heard.,1/10/2014,28.8003,-81.2733,2014.0,1.0
1/9/2014 7:25,oregon city,or,us,circle,5,5 seconds,White round light or object with a haze hovered for a short moment then moved quickly across sky at an arched angle&#44 then disappeared.,1/10/2014,45.3575,-122.6056,2014.0,1.0
1/9/2014 7:45,north miami beach,fl,us,other,120,2 minutes,Red star streaked through the sky coming from the atlantic ocean  which is east towards the west then headed upwards in a nw direction,1/16/2014,25.9328,-80.1628,2014.0,1.0
1/9/2014 8:10,tampa,fl,us,unknown,300,5 minutes,Weird brownish manmade looking object in sky.,1/10/2014,27.9472,-82.4586,2014.0,1.0
1/9/2014 8:20,los angeles,ca,us,other,600,10 minutes,Hovering object that changed colors from green red and white..,1/10/2014,34.0522,-118.2428,2014.0,1.0
1/9/2014 9:20,dumont dune national park,ca,,other,180,3 minutes,Glowing sphere with creatures face below it&#44 and blue six sided object in sky on California 127 at Dumont dune national park&#44 1/9/14 am,1/24/2014,36.7783,-119.4179,2014.0,1.0
1/9/2014 11:20,fairborn,oh,us,fireball,120,2 minutes,Strange fireball floated into sky and shot up and dissapeard near wpafb in fairborn,1/10/2014,39.8208,-84.0194,2014.0,1.0
1/9/2014 16:00,summerville,sc,us,sphere,300,5 minutes,I am submitting a photo that I took of this sighting&#44 orange color with blue like lines running through it like veins. When you are obs,1/10/2014,33.0183,-80.1758,2014.0,1.0
1/9/2014 16:07,metairie,la,us,triangle,10,10 seconds,High flying jet that has no contrails.,1/10/2014,29.9839,-90.1528,2014.0,1.0
1/9/2014 16:50,san pedro,ca,us,sphere,2,seconds,Approximately at 4:50 pm&#44 siting on my porch I observed a military fighter jet headed north west. Fixated on the speeding jet&#44 I notice,1/10/2014,33.7358,-118.2914,2014.0,1.0
1/9/2014 18:44,bountiful,ut,us,diamond,30,30 seconds,I was watching a very bright light that was heading aprox 350 deg - almost a northern heading- the diamond shaped light vanished. Altit,1/10/2014,40.8894,-111.88,2014.0,1.0
1/9/2014 19:15,huntington beach,ca,us,,60,1 minute,Blue/White orb w/ spot light dances in the sky near street intersection Beach Blvd and Atlanta Ave..,1/16/2014,33.6603,-117.9983,2014.0,1.0
1/9/2014 19:15,scottsdale,az,us,light,900,15 minutes,Three bright&#44 large&#44 orange orbs over Scottsdale.,1/16/2014,33.5092,-111.8983,2014.0,1.0
1/9/2014 21:20,london (uk/england),,gb,changing,5,<5 seconds,Three points of light in the formation of a triangle moving very swiftly across the sky&#44 it rotated (or appeared to spin) once.,1/10/2014,51.5141,-0.0937,2014.0,1.0
1/9/2014 21:50,phoenix,az,us,sphere,300,5 minutes,Second time spotting three orange fire orbs flying over Phoenix&#44 Az&#44 in formation.,1/10/2014,33.4483,-112.0733,2014.0,1.0
2/10/2014 5:00,franklin,wi,us,rectangle,1800,30 minutes,Bright rectangle shape over Franklin&#44 WI.,2/14/2014,42.8886,-88.0383,2014.0,2.0
2/10/2014 9:00,pi&ntilde;on hills,ca,,flash,60,30-60 seconds,A perfect circle of light floating and dimming in the sky.,2/14/2014,34.4332,-117.6468,2014.0,2.0
2/10/2014 10:10,murrells inlet,sc,us,other,45,30-45 seconds,Supersized airship that resembled a X-wing fighter from star wars.,2/14/2014,33.5508,-79.0417,2014.0,2.0
2/10/2014 14:38,geneva hills,oh,,cigar,400,1/400 second,Busted&#33  UFO shoots up from inside cloud as I snap picture of other object.,2/14/2014,39.9179,-83.0597,2014.0,2.0
2/10/2014 18:20,poughquag,ny,us,diamond,120,2 minutes,Very slow moving object with bright lights that caused me to pull over to examin it.,2/14/2014,41.6089,-73.6822,2014.0,2.0
2/10/2014 20:30,wilmington,nc,us,triangle,300,5 minutes,((HOAX??))  Huge traingle craft with 3 light and a bright red light in the middle that did not make any noise just floated.,3/18/2014,34.2256,-77.945,2014.0,2.0
2/10/2014 20:35,oakville,ct,us,triangle,180,3 minutes,2 triangular shaped crafts flying in tight formation.,2/14/2014,41.5933,-73.0858,2014.0,2.0
2/10/2014 21:00,elmhurst,il,us,fireball,300,5 minutes,About 20 orange/red fireballs were seeing in the sky in Elmhurst on Route 83.,2/14/2014,41.8994,-87.9403,2014.0,2.0
2/10/2014 21:00,north tewksbury,ma,us,unknown,600,10 minutes,Three objects with red and white blinking lights all on the same flight path and none made any noise.,2/14/2014,42.6344,-71.2464,2014.0,2.0
2/10/2014 21:30,christchurch (uk/england),,gb,other,172800,2 days,((HOAX??)) UFO&#39s activity over two days caught on still image camera (not man made craft checked all databases).,2/21/2014,51.6,-2.95,2014.0,2.0
2/10/2014 22:30,las vegas,nv,us,fireball,1800,30 minutes,42 fireballs seen over n las vegas in 30 min&#44 with fighter jets present.,2/14/2014,36.175,-115.1364,2014.0,2.0
2/10/2014 23:00,las vegas (north of),nv,us,sphere,120,2 minutes,3 orange spheres over north Las Vegas floating and make a formation.,2/14/2014,36.175,-115.1364,2014.0,2.0
2/10/2014 23:37,enterprise,ut,us,oval,15,15 seconds,It was dark outside but it was right above the E hill and there were big yellow lights flashing there were 5 lights it seemed to be ova,2/14/2014,37.5736,-113.7183,2014.0,2.0
2/11/2014 3:45,biddeford,me,us,circle,2700,45 minutes,CIRCULAR OBJECT HOVERING 2 HOURS WITH WHITE LIGHTS.,2/14/2014,43.4925,-70.4539,2014.0,2.0
2/11/2014 14:00,deming,nm,us,changing,3600,1 hour,Shape-shifting/color changing object.,2/14/2014,32.2686,-107.7581,2014.0,2.0
2/11/2014 18:40,ljubljana-siska (slovenia),,,triangle,15,15 seconds,Ufo sighting 2/11/2014 18.40h.,2/14/2014,46.084,14.5065,2014.0,2.0
2/11/2014 19:03,afton,mo,,sphere,180,3 minutes,Only what I can describe as an orb being escorted by a Schnook helicopter.I couldn&#39t believe my eyes I heard the helicopter&#44 only o,2/14/2014,38.5506,-90.3332,2014.0,2.0
2/11/2014 19:12,st. louis,mo,us,cigar,180,2-3 minutes,Long cigar object&#44 3 lights in back one in front. loud humming sound as it moved slowly.,2/14/2014,38.6272,-90.1978,2014.0,2.0
2/11/2014 19:45,oak ridge,tn,us,chevron,180,3 minutes,Brightly lit chevron.,2/14/2014,36.0103,-84.2697,2014.0,2.0
2/11/2014 20:17,ammon,id,us,triangle,10,~10 seconds,I was outside&#44 the shape  was triangular.. It was moving so quickly.  it disappeared behind some trees&#8230; I just ran inside.  i never hea,2/14/2014,43.4697,-111.9658,2014.0,2.0
2/11/2014 20:30,victoria (canada),bc,ca,sphere,900,15 minutes,Tonight I saw two distinct sightings. The first one was a very bright red light. The red was basically pure red. Half an hour later I s,2/14/2014,46.2167,-63.4833,2014.0,2.0
2/11/2014 21:08,mukwonago,wi,us,sphere,300,5 minutes,Red and green flashing lights on hovering sphere object.,2/14/2014,42.8667,-88.3333,2014.0,2.0
2/11/2014 22:10,plano,tx,us,light,60,<1 minute,We saw a light approaching that changed direction and velocity and went away very fast.,2/14/2014,33.0197,-96.6986,2014.0,2.0
2/11/2014 22:30,evansville,in,us,cylinder,300,5 minutes,Aircraft in Evansville?,2/14/2014,37.9747,-87.5558,2014.0,2.0
2/11/2014 23:15,nineveh,in,us,triangle,30,30 seconds,Triangle unidentified aircraft with 3 lights along the back instead of the usual triangle pattern&#44 light in middle was brighter.,2/14/2014,39.3622,-86.0847,2014.0,2.0
2/11/2014 23:45,cedar city,ut,us,sphere,900,15 minutes,Seven bright orange glowing spheres appeared for 15 seconds then disappeared.,2/14/2014,37.6775,-113.0611,2014.0,2.0
2/1/2014 1:00,chesapeake,va,us,circle,600,10 minutes,Two flashing round orbs in the sky flashing red orange green blue N white.,2/7/2014,36.8189,-76.2753,2014.0,2.0
2/1/2014 1:43,jonesboro,ga,us,light,600,hour,Strange lights on the Southside.  ((NUFORC Note:  We suspect that the object may be a twinkling star.  PD)),2/7/2014,33.5214,-84.3539,2014.0,2.0
2/1/2014 5:00,university park,fl,us,triangle,420,7:00,Sighting:  (ongoing) Couple of week&#8217;s duration on daily bases (required condition clear sky or few clouds).Location in the early mo,2/14/2014,28.5667,-81.2083,2014.0,2.0
2/1/2014 15:25,south kingstown,ri,,triangle,180,3 minutes,While out in my backyard with my dogs at above time I hear the unmistakeable &#39jet-like&#39 roar..EXTREMELY loud sound..of craft that have,2/7/2014,41.4476,-71.5247,2014.0,2.0
2/1/2014 15:30,sacramento,ca,us,formation,45,45 seconds,Fleet of silver UFO trio fly north at high speed.,2/7/2014,38.5817,-121.4933,2014.0,2.0
2/1/2014 15:43,fresno,ca,us,other,60,<1 minute,Blackish odd shape over north Fresno&#44 CA.,2/14/2014,36.7478,-119.7714,2014.0,2.0
2/1/2014 16:00,stoughton,ma,us,fireball,60,1 minute,Wow&#44 Was That Strange.,2/7/2014,42.125,-71.1028,2014.0,2.0
2/1/2014 17:30,st. augustine,fl,us,circle,3600,1 hour,I have a picture of a craft in the sky and you can see the markings on the craft.  Dub it the  &quot;Neville Pic.&quot;,2/7/2014,29.8944,-81.3147,2014.0,2.0
2/1/2014 18:00,spring hill,tn,us,fireball,300,5 minutes,Two orange fireball-type flying craft within 5 minutes of each other.,2/7/2014,35.7511,-86.93,2014.0,2.0
2/1/2014 18:50,gresham,or,us,fireball,150,2.5 minutes,10 silent red &quot;fireballs&#44&quot; zoomed together&#44 configured themselves and disappeared,2/7/2014,45.4983,-122.4303,2014.0,2.0
2/1/2014 19:00,kent,wa,us,sphere,90,1:30,Three circular red objects in triangular formation,2/7/2014,47.3811,-122.2336,2014.0,2.0
2/1/2014 19:07,miami,fl,us,other,40,40 seconds,Saw 2 green star looking objects slowly traveled across entire sky in under 40 seconds,2/7/2014,25.7739,-80.1939,2014.0,2.0
2/1/2014 19:15,mesquite,nv,us,sphere,180,3 minutes,Large white sphere on the Mesa in Mesquite&#44 Nevada.,2/21/2014,36.8056,-114.0664,2014.0,2.0
2/1/2014 20:00,mcdonald,pa,us,light,3600,1 hour,Bluish-white objects playing tag in McDonald&#44 PA,2/7/2014,40.3708,-80.235,2014.0,2.0
2/1/2014 20:00,myrtle creek,or,us,light,600,10 minutes,several lights shaped in an s pattern moving slowly with a flashing light redish in color.Dont know if what I saw was a ufo or somrthin,2/7/2014,43.0203,-123.2919,2014.0,2.0
2/1/2014 20:00,new york city (brooklyn),ny,us,circle,8,8 seconds,Red green UFO or drone sighting Brooklyn,2/7/2014,40.7142,-74.0064,2014.0,2.0
2/1/2014 20:30,imperial,pa,us,light,3600,1 hour,2 lights circling/chasing each other,2/7/2014,40.4494,-80.2447,2014.0,2.0
2/1/2014 20:33,huntington,wv,us,fireball,1236,20:36,Outside smoking a cigarette seen it goes straight up went over to the last for about 10 miles until we couldn&#39t see it anymore then sta,2/7/2014,38.4192,-82.4453,2014.0,2.0
2/1/2014 20:58,covina,ca,us,light,300,5 minutes,Fleet of multiple pulsating color spheres.,2/7/2014,34.09,-117.8894,2014.0,2.0
2/1/2014 21:00,bellevue,id,us,fireball,900,15 minutes,Six orange lights with no sound in formation over Bellevue&#44 Idaho.,2/7/2014,43.4636,-114.2597,2014.0,2.0
2/1/2014 21:00,middleburg,fl,us,unknown,300,5 minutes,2 object reddish white hovering in the sky.,2/7/2014,30.0686,-81.8606,2014.0,2.0
2/1/2014 21:30,portland,or,us,light,3,3 seconds,White light moved across the sky at an unbelievable speed.,2/7/2014,45.5236,-122.675,2014.0,2.0
2/1/2014 21:30,salt lake city,ut,us,light,600,10 minutes,Orange hovering lights above salt lake city.,2/7/2014,40.7608,-111.8903,2014.0,2.0
2/1/2014 22:10,oakland park,fl,us,light,540,9 minutes,&quot;Armada&quot; of Strange Lights Over Fort Lauderdale Area.,2/7/2014,26.1719,-80.1322,2014.0,2.0
2/1/2014 22:48,boise,id,us,circle,3,3 seconds,Low&#44 fast flying&#44 round&#44 very bright light&#44 no sound&#44 moving east to west over Boise Idaho.,2/7/2014,43.6136,-116.2025,2014.0,2.0
2/1/2014 22:50,charleston,sc,us,formation,600,10 minutes,I walked out into my yard downtown Charleston at 11:50 PM. I was with another witness that is ex-military\veteran &amp; ex-fire (he stated,2/7/2014,32.7764,-79.9311,2014.0,2.0
2/12/2014 17:00,fairborn,oh,us,other,7200,2 hours,Black tube descending from sky to ground.,2/21/2014,39.8208,-84.0194,2014.0,2.0
2/12/2014 19:00,thetford center,vt,us,other,600,10 minutes,My husband and I came outside for a cigarette around 8 pm on  the sixth of February I looked up and noticed this very large very bright,3/18/2014,43.8286,-72.2467,2014.0,2.0
2/12/2014 20:40,missoula,mt,us,fireball,300,5 minutes,8 flaming red lights moving across the sky,2/14/2014,46.8722,-113.9931,2014.0,2.0
2/13/2014 5:00,salinas,ca,us,changing,10800,3 hours,Large egg-like craft with bight lights observed for 2 hours at a time by 2-4 people for 7 days in a row&#33,2/21/2014,36.6778,-121.6544,2014.0,2.0
2/13/2014 5:30,chapmansboro,tn,us,other,900,15 minutes,On the morning of 02/13/2014&#44 I woke up to go to the restroom. Afterward&#44 I decided I wanted a cigarette. It was just before daybreak w,2/21/2014,36.3122,-87.1414,2014.0,2.0
2/13/2014 5:45,salem,or,us,circle,5,2-5 seconds,Bright light&#44 then disappeared.,2/14/2014,44.9431,-123.0339,2014.0,2.0
2/13/2014 6:05,coral springs,fl,us,oval,600,10 minutes,Large bright object in South Florida,2/14/2014,26.2708,-80.2708,2014.0,2.0
2/13/2014 10:30,princeton/evansville,in,,cylinder,300,5 minutes,Weird slow moving aircraft with bright lights,2/14/2014,37.9928,-87.5075,2014.0,2.0
2/13/2014 12:00,colorado springs,co,us,sphere,30,20-30 seconds,Clear spheres (50+) with something silver inside moving quickly in a group.,2/21/2014,38.8339,-104.8208,2014.0,2.0
2/13/2014 14:50,murfeesboro,tn,,oval,3,2-3 seconds,Daytime object seen&#33,2/21/2014,35.8456,-86.3903,2014.0,2.0
2/13/2014 18:00,franklin,tn,us,fireball,300,5 minutes,Slow moving flame&#44 700-1000 feet away.,2/21/2014,35.925,-86.8689,2014.0,2.0
2/13/2014 18:00,long point,il,us,light,300,1-5 minutes,White light moveing fast and out of normal flight patterns.,2/21/2014,41.0047,-88.8917,2014.0,2.0
2/13/2014 18:59,miami,fl,us,light,60,1 minute,Two star-like objects&#44 bright&#44 appear then disappear.,2/14/2014,25.7739,-80.1939,2014.0,2.0
2/13/2014 19:07,parker,az,us,light,180,3 minutes,Large bright orb near the Colorado River,3/18/2014,34.15,-114.2883,2014.0,2.0
2/13/2014 19:25,mercey hot springs/firebaugh,ca,,light,60,1 minute,White Flashing Object Over Mercey Hot Springs For The Fourth Time&#33&#33,2/21/2014,36.8588,-120.456,2014.0,2.0
2/13/2014 21:38,butte,mt,us,light,900,15 minutes,Multiple white flying objects flying in night sky.,2/14/2014,46.0039,-112.5339,2014.0,2.0
2/13/2014 21:38,butte,mt,us,light,900,15 minutes,White/organge lights moving in night sky,2/21/2014,46.0039,-112.5339,2014.0,2.0
