datetime,city,state,country,shape,duration (seconds),duration (hours/min),comments,date posted,latitude,longitude,year,month
1/18/2014 20:45,columbia,md,us,cigar,900,15 minutes,There ufos spotted over Columbia&#44 MD.,1/24/2014,39.2403,-76.8397,2014.0,1.0
1/18/2014 20:45,phoenix,az,us,fireball,300,5 minutes,Orange&#44 flickering and flaming object moving on a very rapid and straight path heading southeast across at about constant speed.,1/24/2014,33.4483,-112.0733,2014.0,1.0
1/18/2014 20:45,portland,or,us,,60,1 minute,I was sitting in my family room watching the tv. We have  high  ceilings in the family room with windows and can see the sky. All of a,1/24/2014,45.5236,-122.675,2014.0,1.0
1/18/2014 21:00,easton,md,us,light,10,10 seconds,A big flash of white light by the moon followed by a very bright light that skipped across the sky then faded to black.,1/24/2014,38.7742,-76.0767,2014.0,1.0
1/18/2014 21:00,lake havasu city,az,us,fireball,300,5 minutes,Three bright orange balls moving silently at high speed.,1/24/2014,34.4839,-114.3217,2014.0,1.0
1/18/2014 21:00,royal palm beach,fl,us,other,3600,30-60 minutes,About 9:pm on January 18th I was comming home from shoppping and I saw an unusual sight in the west of royal palm beach florida a row o,1/24/2014,26.7081,-80.2308,2014.0,1.0
1/18/2014 21:30,lake havasu city,az,us,fireball,300,5 minutes,3 bright orange&#44 low flying objects at high speed.,1/24/2014,34.4839,-114.3217,2014.0,1.0
1/18/2014 21:50,lake tawakoni,tx,,fireball,120,2 minutes,Five Round&#44 bright&#44 low flying objects flying silently from north to south 8 to 10 seconds apart at constant speed.,1/24/2014,32.8588,-95.9515,2014.0,1.0
1/18/2014 22:05,boca raton,fl,us,formation,600,10 minutes,Saw 3 reddish orbs in a V formation&#44 and 3 minutes afterwards saw 3 more orbs.,1/24/2014,26.3583,-80.0833,2014.0,1.0
1/18/2014 22:30,kirksville,mo,us,circle,900,15 minutes,Late very clear night &#44circular object &#44red lights fading on and off &#44huge&#44silent moving extremely slow&#33,1/30/2014,40.1947,-92.5831,2014.0,1.0
1/18/2014 22:30,westminster,ca,us,light,60,1 minute,Single craft bright red and green lights moving very fast and changing directions often.  NOT helicopter RC?  Too fast I say?,1/24/2014,33.7592,-118.0058,2014.0,1.0
1/18/2014 23:00,pawtucket,ri,us,triangle,180,3 minutes,Saw a triangle ufo hovering over the the street. Started to come straight towards us and then took a sharp turn to the right and flew a,1/24/2014,41.8786,-71.3831,2014.0,1.0
1/18/2014 23:39,tacoma,wa,us,light,20,20 seconds,Slow blinking white light hovering over port area then vanished.,1/24/2014,47.2531,-122.4431,2014.0,1.0
1/19/2014 2:30,southfield,mi,us,disk,900,hours,Circular with colors.,1/24/2014,42.4733,-83.2219,2014.0,1.0
1/19/2014 4:47,nixon,tx,us,circle,1620,27 minutes,Flashing object in Nixon&#44 TX.,1/24/2014,29.2672,-97.7642,2014.0,1.0
1/19/2014 7:00,camp verde,az,us,fireball,7200,2 hours,Very scary.,1/24/2014,34.5636,-111.8536,2014.0,1.0
1/19/2014 12:00,dania beach,fl,us,rectangle,300,5 minutes,Huge silver/gold object by I-95 in broad daylight.,1/24/2014,26.0519,-80.1442,2014.0,1.0
1/19/2014 17:05,honolulu,hi,us,cigar,10,10 seconds or less,See above.  ((NUFORC Note:  The photos of interest show tiny&#44 blurry objects.  We suspect they are birds in flight.  PD)),1/24/2014,21.3069,-157.8583,2014.0,1.0
1/19/2014 17:30,pleasanton,ca,us,fireball,2,2 seconds,Firework like spark close to ground with an oddly high and long Chem trail behind it.,1/24/2014,37.6625,-121.8736,2014.0,1.0
1/19/2014 18:00,sandy,ut,,sphere,600,10 minutes,3 to 4 red spheres at a time&#44 flying&#44 hovering&#44 and disappearing over 10 minute span.,1/24/2014,40.5725,-111.8597,2014.0,1.0
1/19/2014 18:20,harvey,la,us,fireball,300,5 minutes,Red fireball observed above Harvey&#44 La. moving from North to South direction.,1/24/2014,29.9033,-90.0772,2014.0,1.0
1/19/2014 18:36,wellington,fl,us,light,240,4 minutes,Circular&#44 very strong white light.,1/24/2014,26.6583,-80.2417,2014.0,1.0
1/19/2014 18:50,welland (canada),on,ca,other,30,30 seconds,An unexplained hman shaped being in my yard.,1/24/2014,42.9833,-79.25,2014.0,1.0
1/19/2014 19:00,vail,co,us,flash,5,4-5 seconds,White flash came out of complete darkness in between a cluster of stars.,1/24/2014,39.6403,-106.3736,2014.0,1.0
1/19/2014 19:17,carlsbad,ca,us,circle,300,5 minutes,Fireball in the sky over Carlsbad State Beach&#44 California.,1/24/2014,33.1581,-117.3497,2014.0,1.0
1/19/2014 19:20,prescott valley,az,us,circle,4,4 seconds,A circular object with a trail of white light heading north. It looked as if the object left in a sideways u-parabola&#44 disappearing.,1/24/2014,34.61,-112.315,2014.0,1.0
1/19/2014 19:30,freehold,nj,us,circle,420,7 minutes,Hovering light object underneath Orion&#39s Belt.,1/24/2014,40.26,-74.2742,2014.0,1.0
1/19/2014 19:45,las cruces,nm,us,light,300,5 minutes,Saw a large fast moving red and yellow light that came to a complete stop and slowly faded. Then one more right after the first one.,1/24/2014,32.3122,-106.7778,2014.0,1.0
1/19/2014 20:15,prescott,az,us,fireball,10,5-10 seconds,Unidentified object object obscures radio.,1/24/2014,34.54,-112.4678,2014.0,1.0
1/19/2014 21:00,elsmere,de,us,light,3,2-3 seconds,Greenish light splits into 2 with a yellowish glow.,1/24/2014,39.7392,-75.5983,2014.0,1.0
1/19/2014 21:15,delanco,nj,us,light,240,4 minutes,Formation of silent orange lights moving across clear sky.,1/24/2014,40.0506,-74.9539,2014.0,1.0
1/19/2014 23:00,portland,or,us,light,3,3 seconds,An odd white light streaked briefly overhead and then disappeared. Looked like it was on a diagonal path. Lasted only 3 seconds&#44 but wa,1/24/2014,45.5236,-122.675,2014.0,1.0
1/19/2014 23:00,raleigh,nc,us,circle,45,45 seconds,Tonight me and my wife saw a Orangish Red Circle that emerge from over our house&#33 We watched it for about 45 seconds and it appeared to,1/24/2014,35.7719,-78.6389,2014.0,1.0
1/19/2014 23:00,riverview,fl,us,other,600,5-10 minutes,Dark undulating bubble or cloud with two hoola hoop type rings on either side standing vertical; muti-colored spinning lights.,1/24/2014,27.8658,-82.3267,2014.0,1.0
1/19/2014 23:00,wake forest,nc,us,formation,120,2 minutes,Line of 8 big lights.,1/24/2014,35.9797,-78.51,2014.0,1.0
1/20/2014 3:23,spokane,wa,us,triangle,10,10 seconds,What was that?,1/24/2014,47.6589,-117.425,2014.0,1.0
1/20/2014 14:45,atlanta,ga,us,cylinder,180,3 minutes,Two Bright Metallic Objects.,1/24/2014,33.7489,-84.3881,2014.0,1.0
1/20/2014 16:40,el cajon,ca,us,other,1200,20 minutes,two friends in daytime view multiple statiopnary lights for more than 15 min in El Cajon&#44 Califoria.,1/24/2014,32.7947,-116.9617,2014.0,1.0
1/20/2014 17:10,appleton,wi,us,light,300,5 minutes,At first looked like set of car headlights soaring in the sky&#44  Thought it was a plane at first. Got closer and the lights faded out..,1/24/2014,44.2619,-88.4153,2014.0,1.0
1/20/2014 17:24,old hickory,tn,us,light,10,10 seconds,RED BALL OF LIGHT FOLLOWING AN AIRCRAFT.,1/24/2014,36.2597,-86.6478,2014.0,1.0
1/20/2014 17:30,lake havasu,az,,teardrop,600,10 minutes,3 red/orange flying in formation.,1/24/2014,34.4674,-114.3757,2014.0,1.0
1/20/2014 18:00,litchfield park,az,us,oval,180,3 minutes,3 floating orange orbs in a V formation lasting about 3 minutes then diassapeard one after the other.,1/24/2014,33.4933,-112.3572,2014.0,1.0
1/20/2014 18:00,marshall,ok,us,other,60,<1 minute,Humanoid figure sited crossing road near Marshall&#44 Oklahoma.,1/24/2014,36.1539,-97.6253,2014.0,1.0
1/20/2014 19:15,jupiter,fl,us,changing,420,5-7 minutes,Rising fireball&#44 turned into rounded square with single rotating light around perimeter that started clockwise then reversed rotation.,1/24/2014,26.9339,-80.0944,2014.0,1.0
1/20/2014 19:30,madison,al,us,triangle,60,1 minute,3 bright orange lights along side a bright white light.,1/24/2014,34.6992,-86.7483,2014.0,1.0
1/20/2014 19:45,morganton,nc,us,circle,300,5 minutes,11 orange burning circles floating in sky&#33,1/24/2014,35.7453,-81.685,2014.0,1.0
1/20/2014 20:00,san antonio,tx,us,fireball,120,1-2 minutes,2 fireball like objects over Southern Bexar County in evening sky 1-20-2014.,1/24/2014,29.4239,-98.4933,2014.0,1.0
1/20/2014 20:00,wappapello,mo,us,light,10800,~3+ hours,Bright orange Lights/Fireballs.,3/18/2014,36.9356,-90.2708,2014.0,1.0
1/20/2014 20:05,san antonio,tx,us,fireball,120,1-2 minutes,2 fireball like objects over Southern Bexar County in evening sky 1-20-2014.,1/24/2014,29.4239,-98.4933,2014.0,1.0
1/20/2014 20:46,a55 northope (uk/north wales),,,unknown,180,3 minutes,Red&#44 green and white lights seen on craft over A55 road in North Wales.,1/24/2014,53.2131,-3.1338,2014.0,1.0
1/20/2014 21:00,westport,ma,,changing,900,15 minutes,Huge object comes out of water at horseneck beach then disappears orange circle.,1/24/2014,41.6389,-71.05,2014.0,1.0
1/20/2014 21:13,carnation,wa,us,triangle,15,15 seconds,An unusual triangular craft passed over our house tonight&#44 traveling S.W.&#44 low &amp; silent.,1/24/2014,47.6481,-121.9128,2014.0,1.0
1/20/2014 22:30,sacramento,ca,us,triangle,120,2 minutes,Sacramento red and white lights in sky.,1/24/2014,38.5817,-121.4933,2014.0,1.0
1/21/2014 0:45,luna,nm,us,fireball,10,10 seconds,Orange fireball.,1/24/2014,33.8189,-108.9539,2014.0,1.0
1/21/2014 1:00,ducannon,pa,,,20,15-20 seconds,Duncannon&#44 PA&#44 alien contact  15 to 20 seconds small stature grey thin matalic.,4/24/2014,40.3981,-77.023,2014.0,1.0
1/21/2014 5:30,lynnwood,wa,us,fireball,3,3 seconds,Lynnwood&#44 WA meteor 1/21/14 5:30 am?,1/24/2014,47.8211,-122.3139,2014.0,1.0
1/21/2014 6:00,thousand oaks,ca,us,light,20,20 seconds,Unidentified&#44 red and blue lights seen moving together at a high rate of speed and in random directions in Thousand Oaks&#44 CA.,1/24/2014,34.1706,-118.8367,2014.0,1.0
1/21/2014 6:50,montana city,mt,us,changing,180,3 minutes,A bright&#44 white&#44 scintillating&#44 pencil-shaped light over the Elkhorn Mountains observed for 3 minutes.,1/30/2014,46.5378,-111.9319,2014.0,1.0
1/21/2014 7:15,morrisville,pa,us,light,300,5 minutes,Many unexplained orange lights shooting across the sky.,1/24/2014,40.2114,-74.7883,2014.0,1.0
1/21/2014 8:30,park city,ut,us,egg,45,45 seconds,Large white egg shaped light with another white light in center and two white lines (like chemtrails) on either side.,1/24/2014,40.6461,-111.4972,2014.0,1.0
1/21/2014 17:30,milo,mo,us,sphere,600,<10 minutes,Twin tails&#44 changed trajectory.,1/24/2014,37.7561,-94.3058,2014.0,1.0
1/21/2014 19:30,dahlonega,ga,us,circle,15,15 seconds,Bright orange sphere.  ((NUFORC Note:  Source remains anonymous.  Possible hoax&#44 we wonder?  PD)),1/24/2014,34.5325,-83.985,2014.0,1.0
1/21/2014 19:30,mariposa,ca,us,circle,600,10 minutes,Two mulicolored Ufo&#39s over Madera&#44 California.,1/24/2014,37.485,-119.9653,2014.0,1.0
1/21/2014 20:00,oakley,ca,us,disk,120,2 minutes,Craft over Oakley.,1/24/2014,37.9975,-121.7114,2014.0,1.0
1/21/2014 20:15,richards bay (kwazulu-natal)(south africa),yt,,sphere,300,5 minutes,Orb appears from cloud&#44 disappears in plain sight and is &quot;hunted&quot; by helicopter.,1/24/2014,-28.7807,32.0383,2014.0,1.0
1/21/2014 20:25,congress,az,us,light,30,30 seconds,We looked up in the northwest sky and saw a series of horizontal yellow/orange lights moving closer in the sky. There seemed to be from,1/24/2014,34.1625,-112.85,2014.0,1.0
1/21/2014 21:00,westport,ma,,changing,900,15 minutes,((HOAX??))  Huge object comes out of water at horseneck beach then disappears orange circle.,1/24/2014,41.6389,-71.05,2014.0,1.0
1/21/2014 21:45,vacaville,ca,us,light,120,2 minutes,I saw 5 red lights hoovering/moving slowly in the sky that I&#39m convinced were not normal air crafts.,1/24/2014,38.3567,-121.9867,2014.0,1.0
1/21/2014 22:30,hampton bays,ny,us,light,900,~15 minutes,2 others and myself witnessed lights in the southern sky over a 15 minute period. All traveling along the same in the sky. They seemed,2/7/2014,40.8689,-72.5181,2014.0,1.0
1/21/2014 23:00,overton,nv,us,triangle,600,10 minutes,Very bright horseshoe shape orange lights all of a sudden appear and disappear just as quick.,2/7/2014,36.5433,-114.4461,2014.0,1.0
1/2/2014 0:00,auburn,wa,us,light,60,60 seconds,Lights in the sky.,1/10/2014,47.3075,-122.2272,2014.0,1.0
1/2/2014 3:00,tarzana,ca,us,light,180,2-3 minutes,Bright green light hovering in the sky that suddenly descended rapidly in a zig zag formation until it dropped out of my line of sight.,1/10/2014,34.1733,-118.5531,2014.0,1.0
1/2/2014 5:20,holywell (uk/wales),,gb,flash,5,5 seconds,Bright white flash over Holywell GB.,1/10/2014,53.2833,-3.25,2014.0,1.0
1/2/2014 16:45,riverside,ca,us,sphere,600,10 minutes,I was on the corner of Blaine and Massachusetts Ave and myself and many others saw a red sphere flying westward high in the sky. It the,1/10/2014,33.9533,-117.3953,2014.0,1.0
1/2/2014 17:30,austin,tx,us,circle,1800,30 minutes,Light on top left of moon&#44 followed by white lights and jets.,1/10/2014,30.2669,-97.7428,2014.0,1.0
1/2/2014 18:30,tucson (north of),az,us,circle,1200,20 minutes,Red and orange orb over the foothills in Tucson&#44 Arizona.,1/10/2014,32.2217,-110.9258,2014.0,1.0
1/2/2014 19:00,venice,fl,us,egg,1200,20 minutes,Floating&#44 glowing objects that at one point  formed a triangle.,2/7/2014,27.0994,-82.4544,2014.0,1.0
1/2/2014 19:05,des moines,ia,us,unknown,7,5-7 seconds,In Des Moines Iowa white/red light&#44 shot up like a firework&#44 stopped&#44 then zoomed away.,1/10/2014,41.6006,-93.6089,2014.0,1.0
1/2/2014 20:00,cuthbert,ga,us,light,300,5 minutes,Very bright &quot;Spotlight&quot; like light &amp; 2 very dim lights.,1/10/2014,31.7711,-84.7894,2014.0,1.0
1/2/2014 20:00,yankton,sd,us,fireball,600,5-10 minutes,Orange fire ball that made a weird humming noise.,1/10/2014,42.8711,-97.3969,2014.0,1.0
1/2/2014 21:30,perth (helena valley) (australia),,au,light,60,1 minute,Steady orange light in the sky sped up silently&#44 appeared to drop down from the trees stoped&#44 changed direction &amp; then moved away.,1/10/2014,-31.9522,115.8614,2014.0,1.0
1/2/2014 21:51,lucknow (india),,,light,300,5 minutes,I was on the roof of my house for night sky photography and i saw a red dot moving in the sky &#44 my camera was on the self timer and it,1/10/2014,26.8465,80.9467,2014.0,1.0
1/2/2014 22:00,cape coral,fl,us,light,300,5 minutes,Orange light hovering and then moving horizontal in Cape Coral&#44 Florida.,1/10/2014,26.5625,-81.9497,2014.0,1.0
1/2/2014 22:15,austin,tx,us,light,60,1 minute,Reddish orange bright lights traveling very quickly  then disappearing.  Completely silent.,1/10/2014,30.2669,-97.7428,2014.0,1.0
1/2/2014 23:00,berkeley,ca,us,light,7200,2 hours,THREE BRIGHT ORANGE LIGHTS OVER OAKLAND AND A SHOOTING STAR.,2/14/2014,37.8717,-122.2717,2014.0,1.0
1/2/2014 23:45,rossville,il,us,light,600,10 minutes,3 orange lights seen hovering and then made a triangle formation.,1/10/2014,40.3792,-87.6686,2014.0,1.0
1/22/2014 6:20,welland (canada),on,ca,,600,10 minutes,Multiple vertical columns of light over South-Southwestern sky prior to sunrise in Welland&#44 Ontario.,1/24/2014,42.9833,-79.25,2014.0,1.0
1/22/2014 8:45,lake panasoffkee,fl,us,sphere,25,15-25 seconds,Dull white sphere moving slowly but steadily through a clear morning sky.  Walked away for about 10 sec.  When I returned it was gone.,1/24/2014,28.7556,-82.095,2014.0,1.0
1/22/2014 10:00,sunrise,fl,us,other,2,2 seconds,Loud boom followed by the ground shaking.,3/18/2014,26.1336,-80.1133,2014.0,1.0
1/22/2014 10:30,miramar,fl,us,,2,2 seconds,VERY LOUD BOOM AND EARTH SHAKE IN SOUTH FLORIDA TODAY.,1/24/2014,25.9869,-80.2325,2014.0,1.0
1/22/2014 15:30,suwanee,ga,us,rectangle,120,2 minutes,Square and flat with red and green lights-made a buzzing sound-hovered and took off over treetops.,1/24/2014,34.0514,-84.0714,2014.0,1.0
1/22/2014 16:45,ashburn,va,us,light,30,30 seconds,Highly reflective object over Ashburn&#44 VA&#44 not bird&#44 balloon&#44 aircraft.,1/24/2014,39.0436,-77.4878,2014.0,1.0
1/22/2014 17:15,marysville,ca,us,circle,3600,1 hour,Seven balls of light towards Sacramento&#44 California.,1/24/2014,39.1458,-121.5903,2014.0,1.0
1/22/2014 18:00,scottsdale,az,us,light,1800,30+ minutes,2 Red Orbs hovering over Scottsdale.,1/24/2014,33.5092,-111.8983,2014.0,1.0
1/22/2014 18:30,longview,wa,us,light,10,10 seconds,Zigzaging bright white light leaving atmosphere quickly.,1/30/2014,46.1383,-122.9369,2014.0,1.0
1/22/2014 19:00,maricopa,az,us,,1800,20-30 minutes,2 stationary circular orange lights in the sky for 20-30 minutes.,1/24/2014,33.0581,-112.0469,2014.0,1.0
1/22/2014 19:00,micco,fl,us,circle,20,20 seconds,Falling circles dance together then leave.,1/24/2014,27.8803,-80.5006,2014.0,1.0
1/22/2014 19:37,new braunfels,tx,us,teardrop,5,5 seconds,Some sort of craft blew up probably when entering earth&#39s atmosphere.,1/24/2014,29.7028,-98.1242,2014.0,1.0
1/22/2014 20:00,houston,tx,us,circle,15,15 seconds,Small white ball over Houston.,1/30/2014,29.7631,-95.3631,2014.0,1.0
1/22/2014 20:00,northern europe (undisclosed city),,,disk,60,40-60 seconds,Saucer disc&#44 saw it twice report around three weeks late,2/21/2014,62.2786,12.3402,2014.0,1.0
1/22/2014 21:15,hialeah,fl,us,light,60,1 minute,Red light in NW sky appeared to be star but moving Southward and vanished.  Not a Shooting star.,1/24/2014,25.8572,-80.2783,2014.0,1.0
1/22/2014 21:35,eureka,ca,us,light,90,1-1.5 minutes,White light being followed by red blinking light&#44 moving slowly across sky.,1/24/2014,40.8022,-124.1625,2014.0,1.0
1/23/2014 0:05,tabernacle,nj,us,unknown,240,3-4 minutes,Object in eastern sky in south New Jersey.,1/24/2014,39.8439,-74.7106,2014.0,1.0
1/23/2014 2:00,huntsville,al,us,triangle,120,2 minutes,Large Aircraft int he shape of a triangle&#44 with each end having 1 red light.  Flying very low&#44 and very fast.  Extremely loud.,1/24/2014,34.7303,-86.5861,2014.0,1.0
1/23/2014 7:40,walnut creek/concord,ca,,unknown,60,60 seconds,Three irregular shapes flying in close proximity in Walnut Creek&#44 Ca.,1/30/2014,37.9413,-122.0488,2014.0,1.0
1/23/2014 8:30,dehradun (india),,,diamond,5,5 seconds,A blinking diamond.,1/24/2014,30.3165,78.0322,2014.0,1.0
1/23/2014 12:00,raleigh,nc,us,disk,3,3 seconds,4 Clear Disk-shaped UFOs over Raleigh&#44 N.C..,1/30/2014,35.7719,-78.6389,2014.0,1.0
1/23/2014 13:00,hudson,nh,us,circle,1200,~20 minutes,Hudson&#44 NH&#44 ufo sighting.,1/24/2014,42.7647,-71.4403,2014.0,1.0
1/23/2014 15:15,greenfield,pa,us,light,180,3 minutes,((NUFORC Note:  Source of report provides no information.  PD)),1/24/2014,40.4214,-79.9436,2014.0,1.0
1/23/2014 17:30,arbuckle,ca,us,sphere,1200,20 minutes,Quiet floating balls. Reflecting sun light.,1/30/2014,39.0175,-122.0567,2014.0,1.0
1/23/2014 17:35,farmington,ut,us,oval,240,3-4 minutes,Bright orange object&#44 seemed to be heading north/west&#44 moving fast.,1/24/2014,40.9806,-111.8867,2014.0,1.0
1/23/2014 19:00,ellisville,ms,us,triangle,120,2 minutes,7 objects flying in a straight line all 7 had 3 triangular red lights.,2/21/2014,31.6039,-89.1956,2014.0,1.0
1/23/2014 19:00,saginaw,mi,us,triangle,120,1-2 minutes,There were at least 5 lights and 1 to 2 red beacon lights. No sound&#44 no movement.,1/24/2014,43.4194,-83.9508,2014.0,1.0
1/23/2014 19:30,maricopa,az,us,unknown,1200,20 minutes,2 unmoving orange lights seen SW of Maricopa&#44 Az.,1/24/2014,33.0581,-112.0469,2014.0,1.0
1/23/2014 20:14,rutland,ma,us,oval,240,4 minutes,Oval aircraft 100 yards away flying over tree line then flying away Green flashing lights on bottom.,1/24/2014,42.3694,-71.9486,2014.0,1.0
1/23/2014 20:15,lacrosse,fl,,oval,600,10 minutes,Craft with 3 big bright amber lights moving slow toward house over hay field. Craft went over tree line then moved closer to ground. No,1/24/2014,29.8433,-82.4048,2014.0,1.0
1/23/2014 20:30,phoenix,az,us,circle,1500,25 minutes,Looking from North Valley which seemed in direction of Deer Vally Airport  I saw 3 flashing balls appeared to have multiple colors and,1/24/2014,33.4483,-112.0733,2014.0,1.0
1/23/2014 20:50,salome,az,us,light,120,2 minutes,4 pairs of lights in Sky in path of Helicopter.,2/14/2014,33.7811,-113.6139,2014.0,1.0
1/23/2014 21:35,oviedo,fl,us,fireball,180,3 minutes,Bright orb that accelerated very quickly.,1/24/2014,28.6697,-81.2083,2014.0,1.0
1/23/2014 21:45,vero beach,fl,us,fireball,60,1 minute,Looks like a fire ball.,1/24/2014,27.6383,-80.3975,2014.0,1.0
1/23/2014 22:00,clackamas,or,us,light,300,5 minutes,Small lights in the sky over Clackamas&#44 Oregon.,1/30/2014,45.4078,-122.5692,2014.0,1.0
1/23/2014 22:00,conyers,ga,us,sphere,5,5 seconds,Small red light floating in my yard.,1/24/2014,33.6675,-84.0178,2014.0,1.0
1/23/2014 22:00,miami,fl,us,fireball,60,1+ minute,Red &quot;plasma&quot; ball of light traveling south to north over the Everglades&#44 complete with tail/corona.,1/30/2014,25.7739,-80.1939,2014.0,1.0
1/23/2014 22:34,ste-brigitte de laval (canada),qc,,sphere,3600,1 hour,Hovering orbs inside my bedroom and alien figures outside my window. Possible abduction.,1/30/2014,47.0024,-71.1942,2014.0,1.0
1/23/2014 23:00,fort washakie,wy,us,light,3600,1 hour,Observed a still standing white silver red light blinking.,1/30/2014,43.0064,-108.8817,2014.0,1.0
1/23/2014 23:40,noblesville,in,us,triangle,300,5 minutes,Large Dark Triangular shape with lights.,1/24/2014,40.0456,-86.0086,2014.0,1.0
1/24/2014 6:50,maumee,oh,us,circle,120,2 minutes,Bright white light floating across sky.  It did not blink and there was no noise.,1/30/2014,41.5628,-83.6539,2014.0,1.0
1/24/2014 17:15,spokane valley,wa,us,light,300,5 minutes,My young son and I were at 16th and Bowdish.  We saw what we thought was a small plane perhaps losing an engine.  It lit up then we saw,1/30/2014,47.6733,-117.2383,2014.0,1.0
1/24/2014 17:48,campbell,ca,us,other,30,30+ seconds,Blue U-Shaped UFO moving extremely fast with a lot of activity after.,1/30/2014,37.2872,-121.9489,2014.0,1.0
1/24/2014 18:00,kelso,wa,us,sphere,300,5 minutes,Driving to Kelso Exit 39 thought it was paper lanterns in the sky. Orange in color.  Moving higher in elevation growing brighter and th,1/30/2014,46.1469,-122.9072,2014.0,1.0
1/24/2014 18:00,mclean,va,us,formation,120,2 minutes,I saw an object with 7 or more lights that was traveling very fast in an area near Washington&#44 D.C.,1/30/2014,38.9342,-77.1778,2014.0,1.0
1/24/2014 18:55,lewisville,tx,us,light,10,~10 seconds,UFO with bright white tail almost crashed on highway but vanished just before impact.,1/30/2014,33.0461,-96.9939,2014.0,1.0
1/24/2014 19:00,seattle,wa,us,light,3600,1 hour,Object appeared near the Orion; cycling through a number of colors.  ((NUFORC Note:  Probably Sirius?  PD)),1/30/2014,47.6064,-122.3308,2014.0,1.0
1/24/2014 19:00,stilwell,ok,us,light,60,<1 minute,Light hovers then shoots straight up out of sight.,1/30/2014,35.8144,-94.6283,2014.0,1.0
1/24/2014 19:23,san marcos,tx,us,disk,720,12 minutes,I was heading toward downtown from my house on the southwest side of town. I was heading east northeast depending on the direction of t,1/30/2014,29.8831,-97.9411,2014.0,1.0
1/24/2014 19:30,little river,sc,us,light,300,5 minutes,Blinking/pulsing Lights.,1/30/2014,33.8731,-78.6144,2014.0,1.0
1/24/2014 19:45,hernando,ms,us,circle,30,30 seconds,I saw 3 oval bright white object go up and leave our atmosphere. They left a trail like shootings stars going up instead of down. It wa,1/30/2014,34.8239,-89.9936,2014.0,1.0
1/24/2014 19:55,honolulu,hi,us,light,300,5 minutes,Small red light&#44 first stationery then in fast motion over Waikiki observed from Ala Wai harbor.,1/30/2014,21.3069,-157.8583,2014.0,1.0
1/24/2014 20:00,lubbock,tx,us,light,180,3 minutes,Star that moves&#44 fades&#44 changes into multiple lights.,2/7/2014,33.5778,-101.8547,2014.0,1.0
1/24/2014 20:04,caldwell,id,us,formation,180,3 minutes,Orange orbs traveling over Marsing&#44 below inversion layer,1/30/2014,43.6631,-116.6864,2014.0,1.0
1/24/2014 20:05,kelso,wa,us,formation,240,3-4 minutes,12-14 bright orange lights that formed a line and than around each other and than left in a hurry.,1/30/2014,46.1469,-122.9072,2014.0,1.0
1/24/2014 21:20,hillsboro,or,us,formation,120,2 minutes,Red stationary lights in sky.,1/30/2014,45.5231,-122.9886,2014.0,1.0
1/24/2014 21:30,seattle,wa,us,light,60,60 seconds,Spot of light zig-zagging over Seattle.,1/30/2014,47.6064,-122.3308,2014.0,1.0
1/24/2014 21:40,highlands ranch,co,us,fireball,300,5 minutes,Fire orange orbs.,1/30/2014,39.5539,-104.9689,2014.0,1.0
1/24/2014 21:45,beebe,ar,us,triangle,900,15 minutes,Triangle UFO observed for 15 min over Arkansas  interstate 67 just past mile marker 29.,1/30/2014,35.0706,-91.8794,2014.0,1.0
1/24/2014 22:05,levittown,ny,us,unknown,20,<20 seconds,Three sets of lights seen over nassau county New York.,1/30/2014,40.7258,-73.5147,2014.0,1.0
1/24/2014 23:12,frankfort,ky,us,triangle,300,5 minutes,Triangular shaped object with red and blue lights hovering.,1/30/2014,38.2008,-84.8733,2014.0,1.0
1/24/2014 23:59,portland,or,us,unknown,3600,1 hour,Red flashing dots witnessed by 5 people 2 in Hillsboro. lasted over a hour and is still going on as if 2:03 AM..,1/30/2014,45.5236,-122.675,2014.0,1.0
1/25/2014 1:30,novi,mi,us,light,10,5-10 seconds,Bright green light illuminates room at night.,1/30/2014,42.4806,-83.4756,2014.0,1.0
1/25/2014 1:30,salem,or,us,flash,5400,1.5 hours,Brilliant colorful flashing lights moving in a very unconventional way @ 1:30am on January 25&#44 2014 in Salem Oregon.,1/30/2014,44.9431,-123.0339,2014.0,1.0
1/25/2014 2:10,desert hot springs,ca,us,diamond,1800,30 minutes,Scared you can tell those things are not planes realize we are not alone.,1/30/2014,33.9611,-116.5008,2014.0,1.0
1/25/2014 2:30,centennial,co,us,triangle,1800,30+ minutes,3 residents of Centennial Colorado massive UFO due west of Centennal hoving bright multi color  lights howing for over 30 minute plus.,1/30/2014,39.5792,-104.8764,2014.0,1.0
1/25/2014 3:00,hermon,me,us,triangle,120,2+ minutes,VERY clear&#44 close triangle object with pulsing lights and no sound directly overhead just 100 yards away.,1/30/2014,44.81,-68.9139,2014.0,1.0
1/25/2014 7:27,raleigh,nc,us,diamond,2,1-2 seconds,Diamond-shaped object glowing in morning sky.,2/7/2014,35.7719,-78.6389,2014.0,1.0
1/25/2014 18:50,santa cruz,ca,us,light,120,2 minutes,I watched three red/orange glowing lights in the sky in a triangle formation.  Then one faded and disappeared.  The the other two separ,1/30/2014,36.9742,-122.0297,2014.0,1.0
1/25/2014 19:30,kent,wa,us,changing,300,5 minutes,Reddish orange glowing lights in an orb shape.,1/30/2014,47.3811,-122.2336,2014.0,1.0
1/25/2014 20:00,kennesaw,ga,us,unknown,20,20 seconds,Single blinking red light&#44 then green light&#44 then disappeared completely.,1/30/2014,34.0233,-84.6156,2014.0,1.0
